review_text,sentiment,star_rating,category
The best food I have ever used. Totally worth it!,positive,5,food
"Terrible customer_service, completely unreliable and frustrating.",negative,2,customer_service
"The electronics is decent, not great but not bad either.",neutral,3,electronics
"The worst food I have ever bought, do not recommend.",negative,2,food
"Terrible software, completely unreliable and frustrating.",negative,2,software
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
Absolutely love this clothing! Exceeded my expectations.,positive,5,clothing
"Horrible experience with this software, waste of money.",negative,2,software
"Very disappointed with this clothing, expected better.",negative,1,clothing
"Not worth the hype, bad food, regret my purchase.",negative,2,food
"The food is decent, not great but not bad either.",neutral,3,food
"An average food, nothing to complain about.",neutral,3,food
"Very disappointed with this customer_service, expected better.",negative,2,customer_service
"Mediocre performance, but does the job for a food.",neutral,3,food
"The worst food I have ever bought, do not recommend.",negative,2,food
"Very disappointed with this healthcare, expected better.",negative,2,healthcare
"Horrible experience with this clothing, waste of money.",negative,2,clothing
"Great value for money, perfect for my needs in software.",positive,4,software
"Neither great nor terrible, just another travel.",neutral,3,travel
"Not worth the hype, bad software, regret my purchase.",negative,2,software
"The worst customer_service I have ever bought, do not recommend.",negative,1,customer_service
"An average clothing, nothing to complain about.",neutral,3,clothing
"Not worth the hype, bad travel, regret my purchase.",negative,2,travel
"Great value for money, perfect for my needs in healthcare.",positive,4,healthcare
"Very disappointed with this movies, expected better.",negative,2,movies
"Neither great nor terrible, just another electronics.",neutral,3,electronics
"Terrible software, completely unreliable and frustrating.",negative,1,software
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"Very disappointed with this travel, expected better.",negative,2,travel
Absolutely love this customer_service! Exceeded my expectations.,positive,4,customer_service
"The software is decent, not great but not bad either.",neutral,3,software
The travel meets expectations but isn't impressive.,neutral,3,travel
"Mediocre performance, but does the job for a travel.",neutral,3,travel
"Very disappointed with this software, expected better.",negative,2,software
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Great value for money, perfect for my needs in electronics.",positive,5,electronics
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
"Superb travel, high quality and long-lasting.",positive,5,travel
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
"Very disappointed with this healthcare, expected better.",negative,2,healthcare
Absolutely love this food! Exceeded my expectations.,positive,5,food
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Very disappointed with this movies, expected better.",negative,1,movies
"Great value for money, perfect for my needs in food.",positive,4,food
"Superb software, high quality and long-lasting.",positive,5,software
The movies meets expectations but isn't impressive.,neutral,3,movies
"Very disappointed with this movies, expected better.",negative,1,movies
The best food I have ever used. Totally worth it!,positive,4,food
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Very disappointed with this software, expected better.",negative,2,software
"The worst healthcare I have ever bought, do not recommend.",negative,1,healthcare
"Neither great nor terrible, just another software.",neutral,3,software
"Neither great nor terrible, just another software.",neutral,3,software
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
"Amazing experience with this healthcare, will buy again!",positive,4,healthcare
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"Horrible experience with this food, waste of money.",negative,1,food
The best healthcare I have ever used. Totally worth it!,positive,5,healthcare
"Terrible food, completely unreliable and frustrating.",negative,2,food
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
Absolutely love this customer_service! Exceeded my expectations.,positive,5,customer_service
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"The worst software I have ever bought, do not recommend.",negative,1,software
Absolutely love this travel! Exceeded my expectations.,positive,5,travel
"Great value for money, perfect for my needs in software.",positive,5,software
"The travel is decent, not great but not bad either.",neutral,3,travel
"Mediocre performance, but does the job for a travel.",neutral,3,travel
"Great value for money, perfect for my needs in healthcare.",positive,5,healthcare
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
The best clothing I have ever used. Totally worth it!,positive,4,clothing
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
"The software is decent, not great but not bad either.",neutral,3,software
"Great value for money, perfect for my needs in customer_service.",positive,5,customer_service
"The movies is decent, not great but not bad either.",neutral,3,movies
"An average clothing, nothing to complain about.",neutral,3,clothing
"The worst healthcare I have ever bought, do not recommend.",negative,2,healthcare
"Very disappointed with this movies, expected better.",negative,1,movies
"An average clothing, nothing to complain about.",neutral,3,clothing
"The software is decent, not great but not bad either.",neutral,3,software
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"Horrible experience with this food, waste of money.",negative,1,food
